what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431086245656
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431086245656
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431086258015
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431086266484
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431086267750
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431086268015
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431086268046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431086274171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086276781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086277578
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431086277593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086280546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086286625
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431086293984
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431086296375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086303125
error,log,,,"Failed command: source D:\\arm\\myled\\s5pc100.init",1431086309093
error,log,,,"Failed command: load",1431086309203
error,log,,,"Failed command: c",1431086309437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086309500
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1431086309562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086309578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086311906
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431086313093
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431086313187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086313203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086315359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086316562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086319781
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431086319796
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431086321390
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431086322281
error,log,,,"Internal error logged from CDI Debug: ",1431086326531
error,log,,,"Internal error logged from CDI Debug: ",1431086326531
error,log,,,"Internal error logged from CDI Debug: ",1431086326531
error,log,,,"Internal error logged from CDI Debug: ",1431086326531
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431086328562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431086332796
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431086339609
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431086341656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431086359906
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431086360734
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431086360875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086363640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431086370453
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431086370453
