what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431056710375
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431056710593
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431056710625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056712937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056713765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056723734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056724953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056747203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056748796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056757687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056758812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056772031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056773062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056778968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056781687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056794734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056795671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431056800390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431056809687
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431056814953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1431056816125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431056820734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056823312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431056824625
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431056824640
