what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.binaryEditor",1431246123828
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246130421
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.binaryEditor",1431246130421
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431246144890
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246145203
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246145250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246152250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246155828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246172546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1431246183203
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246185046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1431246188765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246194046
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246195984
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246197234
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246197828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246222718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246228140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246229781
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246229796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246230312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246230968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246230984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246232328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246240500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246244312
error,log,,,"Internal error logged from CDI Debug: ",1431246248171
error,log,,,"Internal error logged from CDI Debug: ",1431246248171
error,log,,,"Internal error logged from CDI Debug: ",1431246248171
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1431246248421
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246248515
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246249390
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246249531
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246274578
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246276625
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246277515
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246278187
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246279312
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246279859
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246281250
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1431246283468
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431246285437
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246285656
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246285718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1431246291218
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246293078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246303015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246306937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246308046
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246308062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246308640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246309453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246315218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246317468
error,log,,,"Internal error logged from CDI Debug: ",1431246321375
error,log,,,"Internal error logged from CDI Debug: ",1431246321375
error,log,,,"Internal error logged from CDI Debug: ",1431246321375
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1431246321656
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246322718
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246322859
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246336281
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246338281
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246339437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246346406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246354187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246355359
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246355375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246355937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246356484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246369796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246372531
error,log,,,"Internal error logged from CDI Debug: ",1431246376687
error,log,,,"Internal error logged from CDI Debug: ",1431246376687
error,log,,,"Internal error logged from CDI Debug: ",1431246376687
error,log,,,"Internal error logged from CDI Debug: ",1431246376703
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246376843
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246377953
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246378078
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246384203
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246387468
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246398562
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1431246400140
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1431246401640
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246401875
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246401953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246408312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246409593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246462937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246463984
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246464000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246464578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246465046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246471875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246473984
error,log,,,"Internal error logged from CDI Debug: ",1431246477640
error,log,,,"Internal error logged from CDI Debug: ",1431246477640
error,log,,,"Internal error logged from CDI Debug: ",1431246477640
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1431246477890
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246477984
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246479187
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246479312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246486343
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246487718
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246488796
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246490156
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246490984
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246492296
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246493765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246497031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246499875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246500437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246501484
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246515000
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246515906
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246517140
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246518125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246524984
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1431246529328
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246532937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246534390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246536046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246544843
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246546843
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246546953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246551234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246552796
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246552812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246553390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246553937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246558453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246562796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246565859
error,log,,,"Internal error logged from CDI Debug: ",1431246569468
error,log,,,"Internal error logged from CDI Debug: ",1431246569468
error,log,,,"Internal error logged from CDI Debug: ",1431246569468
error,log,,,"Internal error logged from CDI Debug: ",1431246569468
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246569703
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246571015
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246571125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246581125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246582406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246584156
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246585437
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246601890
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246602781
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246603359
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246609421
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246610718
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246611703
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246613140
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246613953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246629375
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246631156
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246638250
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1431246638937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246640046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246641468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246643453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246670390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246707593
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246710015
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246711046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246721046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246723312
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246728796
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246729671
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246729796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246732562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246733406
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246733421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246733703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246733734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246734015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246734687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246737843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246739765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246739781
error,log,,,"Internal error logged from CDI Debug: ",1431246743156
error,log,,,"Internal error logged from CDI Debug: ",1431246743156
error,log,,,"Internal error logged from CDI Debug: ",1431246743156
error,log,,,"Internal error logged from CDI Debug: ",1431246743156
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246744640
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246744765
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246771125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1431246774437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1431246776890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246779375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246780390
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1431246780406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246781000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246781468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246782953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1431246784656
error,log,,,"Internal error logged from CDI Debug: ",1431246788171
error,log,,,"Internal error logged from CDI Debug: ",1431246788171
error,log,,,"Internal error logged from CDI Debug: ",1431246788171
error,log,,,"Internal error logged from CDI Debug: ",1431246788171
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1431246788875
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1431246788984
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1431246799609
