what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894071406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894083546
activated,view,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1430894083703
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430894084531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894088578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894092375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894095546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894098640
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430894098640
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894098781
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894099578
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894101140
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894102265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894105421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894123625
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430894123625
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430894124843
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1430894124890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894126328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894150843
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430894150843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430894173140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894174812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894177734
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1430894177734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894179468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894182250
activated,view,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1430894182375
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430894183562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894185109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894186734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894197968
error,log,,,"Internal error logged from CDI Debug: ",1430894198468
error,log,,,"Internal error logged from CDI Debug: ",1430894198468
error,log,,,"Internal error logged from CDI Debug: ",1430894198468
error,log,,,"Internal error logged from CDI Debug: ",1430894198484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894198671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894201531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894204390
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430894204390
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894204546
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894218500
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894219390
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894220203
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430894221125
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1430894227328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894228812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894746359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894749031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430894754718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895010906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895013093
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1430895013203
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430895013203
activated,perspective,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.CPerspective",1430895013265
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1430895013265
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895014937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895018031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895026890
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895026968
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895027015
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1430895029828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895030437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895032171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430895034531
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895035218
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895035453
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895320734
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895320968
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895323937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895324203
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895334656
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895334937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895336500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895337578
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1430895337578
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895337765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895383890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895494078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895854984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895857609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895898125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895900484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430895911093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895917093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895919406
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1430895919421
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1430895923625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895932171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895933546
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1430895933562
error,log,,,"Internal error logged from CDI Debug: ",1430895938578
error,log,,,"Internal error logged from CDI Debug: ",1430895938578
error,log,,,"Internal error logged from CDI Debug: ",1430895938578
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1430895938812
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430895938843
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430895944843
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430895949718
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895949859
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895950593
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895951234
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895951890
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895952531
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895953437
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895954562
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895955640
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895956843
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895960296
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430895963296
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1430895966484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895969531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430895977828
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430895977828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430896073468
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1430896074968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430896078625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896084640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896096015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896100265
error,log,,,"Internal error logged from CDI Debug: ",1430896100859
error,log,,,"Internal error logged from CDI Debug: ",1430896100859
error,log,,,"Internal error logged from CDI Debug: ",1430896100859
error,log,,,"Internal error logged from CDI Debug: ",1430896100859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896101046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430896101093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896121781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896127062
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430896127062
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430896132640
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430896133375
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430896134140
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430896134796
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430896135453
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1430896136234
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.RegisterView",1430896139609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896147765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896159843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896161140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896177562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1430896177562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1430896183937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896187578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896188640
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1430896188656
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1430896191296
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1430896191390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896193140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896194187
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1430896194187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896207687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896212125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896213171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896215515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1430896219484
